year2,state,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2007,33,28988,35282,564024,562569,3783,10.8,3507,10,79676,26500,53176,4.7,14.2,76765,22766,53999,4,13.6,2911,0.6,27.2,0,2247,2258,12747
2007,34,181110,215101,3627012,3612119,24484,11.4,23345,10.9,567996,204627,363369,5.7,15.7,538212,178977,359235,5,14.9,29784,0.8,29.8,0,15364,15430,84333
2007,35,33721,42035,645010,634926,4964,11.9,4028,9.7,118594,51351,67243,8.1,18.7,98425,29114,69311,4.6,15.5,20169,3.2,31,0,2523,2545,15042
2007,36,388016,459317,7525870,7504848,52285,11.4,47795,10.5,1119273,399779,719494,5.3,14.9,1077231,380076,697155,5.1,14.4,42042,0.5,28.8,0,31974,32180,183768
2007,37,157867,204583,3580651,3543769,25199,12.5,19544,9.7,591196,216575,374621,6.1,16.7,517432,165811,351621,4.7,14.6,73764,2.1,29.2,0,12255,12417,79453
2007,38,17241,20764,291387,286694,2268,11,1896,9.2,46719,18151,28568,6.3,16.3,37333,12017,25316,4.2,13,9386,3.3,26,0,1020,1031,6888
2007,39,183855,246750,4776925,4778471,24092,9.8,23504,9.5,679469,249354,430115,5.2,14.2,682561,211390,471171,4.4,14.3,-3092,-0.1,28.4,0,13912,14147,99677
2007,40,65807,83008,1299647,1285166,9523,11.6,7794,9.5,222819,78217,144602,6.1,17.3,193857,62662,131195,4.9,15.1,28962,2.2,30.2,0,5059,5105,32768
2007,41,82486,101070,1477829,1465205,12467,12.5,9863,9.9,231764,81924,149840,5.6,15.8,206516,66426,140090,4.5,14.1,25248,1.7,28.2,0,6237,6308,34317
2007,42,215319,278311,5193334,5165141,27162,9.8,25199,9.1,736555,251260,485295,4.9,14.3,680168,219639,460529,4.3,13.2,56387,1.1,26.4,0,14880,15079,95922
2007,44,23148,26977,441548,438274,2739,10.2,2719,10.1,62478,20913,41565,4.8,14.3,55930,17687,38243,4,12.8,6548,1.5,25.6,0,1759,1774,10337
2007,45,75381,97602,1640395,1627053,11797,12.3,9200,9.6,271644,103580,168064,6.4,16.7,244960,75834,169126,4.7,15.1,26684,1.6,30.2,0,6075,6163,38626
2007,46,20439,24153,326786,323587,2722,11.4,2221,9.3,48639,18100,30539,5.6,15,42240,14362,27878,4.4,13.1,6399,1.9,26.2,0,1330,1334,7515
2007,47,94202,126278,2491122,2473990,14426,11.5,11925,9.5,411586,136634,274952,5.5,16.6,377324,117306,260018,4.7,15.3,34262,1.3,30.6,0,7466,7563,50562
2007,48,352961,472592,8912562,8728947,60878,13.1,47486,10.2,1703985,638577,1065408,7.3,19.5,1336755,473166,863589,5.4,15.3,367230,4.2,30.6,0,29909,30264,221883
2007,49,50991,61499,1086897,1058342,9683,16.2,6385,10.7,206145,69213,136932,6.5,19.5,149035,51821,97214,4.9,14.1,57110,5.4,28.2,0,4054,4072,26620
2007,50,17269,20026,271546,266935,2065,10.4,1898,9.5,42352,13245,29107,5,15.9,33131,10808,22323,4,12.4,9221,3.5,24.8,0,1107,1115,5160
2007,51,138796,180508,3154523,3148296,21183,11.9,17706,9.9,516420,173460,342960,5.5,16.4,503968,158071,345897,5,16,12452,0.4,32,0,10676,10787,69637
2007,53,132258,162148,2496794,2450394,21386,13.4,17077,10.7,433339,150001,283338,6.1,17.7,340538,122848,217690,5,13.9,92801,3.8,27.8,0,10681,10750,58586
2007,54,28973,37391,578776,578482,3613,9.7,3446,9.2,85657,32061,53596,5.5,14.8,85070,25834,59236,4.5,14.7,587,0.1,29.4,0,2181,2220,14149
2007,55,106196,134280,2488791,2480751,13298,9.9,12395,9.3,329028,112690,216338,4.5,13.3,312948,93152,219796,3.8,12.6,16080,0.7,25.2,0,7355,7432,44963
2007,56,15959,18507,210065,205436,2384,13.1,1765,9.7,38468,13064,25404,6.4,18.7,29210,10462,18748,5.1,14.2,9258,4.5,28.4,0,1139,1147,5423
2008,1,73019,96486,1711938,1709161,9021,9.4,8496,8.8,235679,78033,157646,4.6,13.8,230127,73612,156515,4.3,13.5,5552,0.3,27,0,6294,6301,41058
2008,2,13620,16915,245872,243112,1866,11.1,1746,10.3,35964,11184,24780,4.6,14.8,30444,7418,23026,3.1,12.5,5520,2.3,25,0,1067,1068,5040
2008,4,94870,123996,2306175,2332330,15737,12.7,14434,11.7,357975,143411,214564,6.1,15.3,410285,115754,294531,5,17.6,-52310,-2.3,30.6,0,10311,10338,72597
2008,5,47638,61405,1025630,1024989,5790,9.4,5617,9.2,128512,45123,83389,4.4,12.5,127230,34038,93192,3.3,12.4,1282,0.1,24.8,0,4083,4093,23272
2008,6,626080,784244,13786342,13759399,90317,11.5,84726,10.8,2152947,780852,1372095,5.7,15.6,2099061,679405,1419656,4.9,15.3,53886,0.3,30.6,0,60263,60376,423357
2008,8,111369,136792,2077929,2053529,16923,12.4,15065,11.1,339618,124082,215536,6,16.5,290818,99306,191512,4.8,14.2,48800,2.3,28.4,0,9942,9957,57470
2008,9,67822,84152,1554969,1541486,7705,9.2,7263,8.7,231969,82890,149079,5.4,15,205002,55836,149166,3.6,13.3,26967,1.7,26.6,0,4964,4965,31220
2008,10,17928,22570,386950,383984,2346,10.4,2271,10.1,60762,22057,38705,5.7,15.8,54830,13301,41529,3.5,14.3,5932,1.5,28.6,0,1545,1545,7626
2008,11,15693,19768,476215,470367,1959,10,1592,8.1,63138,20413,42725,4.3,13.4,51441,14922,36519,3.2,10.9,11697,2.5,21.8,0,921,922,5425
2008,12,357235,445657,6982207,7027127,55874,12.5,59888,13.4,1087653,438851,648802,6.2,15.5,1177494,378039,799455,5.4,16.8,-89841,-1.3,31,0,44036,44134,240701
2008,13,158117,204597,3624577,3621424,24234,11.9,22529,11.1,574896,230575,344321,6.4,15.9,568589,198632,369957,5.5,15.7,6307,0.2,31.4,0,16029,16040,103091
2008,15,23779,30180,515252,514578,2682,8.9,2634,8.7,65288,22271,43017,4.3,12.7,63939,17511,46428,3.4,12.4,1349,0.3,24.8,0,1865,1867,11604
2008,16,34548,41251,538917,542729,4960,12,4886,11.8,77102,29499,47603,5.4,14.2,84726,27113,57613,5,15.6,-7624,-1.4,28.4,0,3421,3436,19573
2008,17,229355,289476,5452076,5391218,28904,10,27206,9.4,786080,263990,522090,4.9,14.6,664365,195246,469119,3.6,12.3,121715,2.3,24.6,0,17844,17869,111503
2008,18,104383,138124,2613041,2618152,12419,9,12206,8.8,334426,109834,224592,4.2,12.8,344648,100524,244124,3.8,13.2,-10222,-0.4,25.6,0,8462,8465,60263
2008,19,60088,77025,1314541,1302404,6542,8.5,6476,8.4,166697,47735,118962,3.7,12.8,142423,40941,101482,3.1,10.9,24274,1.9,21.8,0,4205,4208,23468
2008,20,56381,71153,1181227,1163951,6623,9.3,6155,8.7,168438,58171,110267,5,14.5,133886,39875,94011,3.4,11.5,34552,3,23,0,4245,4249,25770
2008,21,64999,85537,1556923,1545393,7656,9,7529,8.8,223874,86234,137640,5.6,14.5,200813,59576,141237,3.9,13,23061,1.5,26,0,5348,5363,39467
2008,22,74913,96073,1642397,1632858,9340,9.8,7881,8.3,239864,78498,161366,4.8,14.7,220788,61912,158876,3.8,13.5,19076,1.2,27,0,5698,5701,41181
2008,23,29928,36558,501599,498730,3486,9.5,3628,9.9,64890,20950,43940,4.2,13,59151,19685,39466,3.9,11.9,5739,1.1,23.8,0,2391,2392,12853
2008,24,99721,125183,2216556,2208713,12246,9.8,12153,9.7,313090,105240,207850,4.8,14.2,297404,96765,200639,4.4,13.5,15686,0.7,27,0,8314,8320,51798
2008,25,126041,157507,3069551,3059095,14100,9,13859,8.8,395209,131211,263998,4.3,12.9,374298,108168,266130,3.5,12.2,20911,0.7,24.4,0,9427,9428,57376
2008,26,160661,206121,3621613,3632206,19089,9.2,20500,9.9,511047,186014,325033,5.1,14.1,532232,172970,359262,4.8,14.7,-21185,-0.6,28.2,0,14159,14194,114176
2008,27,106379,133727,2523362,2524664,12785,9.6,12763,9.5,328071,116130,211941,4.6,13,330674,90305,240369,3.6,13.1,-2603,-0.1,26,0,8132,8134,54775
2008,28,43496,56654,943327,937864,5415,9.6,5082,9,130826,42786,88040,4.6,13.9,119899,37121,82778,4,12.8,10927,1.1,25.6,0,3834,3835,23353
2008,29,107921,139466,2472275,2456527,13534,9.7,13298,9.5,343134,122182,220952,5,14,311638,85085,226553,3.5,12.7,31496,1.3,25.4,0,9477,9485,51807
2008,30,28306,32974,358244,354528,3620,11,3350,10.2,52937,17672,35265,5,14.9,45504,15042,30462,4.2,12.8,7433,2.1,25.6,0,2228,2230,10452
2008,31,39504,49139,803842,799502,4420,9,4180,8.5,106542,33446,73096,4.2,13.3,97862,25558,72304,3.2,12.2,8680,1.1,24.4,0,2690,2690,14330
2008,32,43052,54401,1152134,1166078,7680,14.2,6876,12.7,178016,73985,104031,6.3,15.3,205904,56963,148941,4.9,17.7,-27888,-2.4,30.6,0,5165,5172,35240
2008,33,28633,34995,581568,570751,3272,9.3,3297,9.4,91079,28601,62478,5,16,69444,19063,50381,3.3,12.2,21635,3.8,24.4,0,2300,2301,12215
2008,34,178898,213398,3612588,3611828,21877,10.2,22372,10.5,513884,190090,323794,5.3,14.2,512364,157889,354475,4.4,14.2,1520,0,28.4,0,16178,16192,93201
2008,35,33694,42094,643502,640781,4457,10.6,4060,9.7,96301,36307,59994,5.7,15,90859,26935,63924,4.2,14.2,5442,0.8,28.4,0,2786,2787,17289
2008,36,390083,462573,7631075,7560255,49950,10.9,44280,9.6,1087814,389722,698092,5.2,14.4,946175,305505,640670,4,12.5,141639,1.9,25,0,32001,32046,197034
2008,37,157215,205088,3586356,3568566,21472,10.5,18986,9.3,509503,183510,325993,5.1,14.3,473923,138319,335604,3.9,13.3,35580,1,26.6,0,13662,13687,85577
2008,38,17220,20794,296785,293491,1976,9.5,1751,8.5,40256,11856,28400,4,13.7,33669,9317,24352,3.2,11.5,6587,2.2,23,0,1042,1044,7107
2008,39,180094,242764,4718073,4732154,20088,8.2,21674,8.9,601760,207482,394278,4.4,12.7,629923,198283,431640,4.2,13.3,-28163,-0.6,25.4,0,14538,14567,107028
2008,40,65998,83731,1321073,1306286,8675,10.4,7381,8.9,198961,69833,129128,5.3,15.2,169387,48577,120810,3.7,13,29574,2.2,26,0,5289,5298,30869
2008,41,82304,101153,1480792,1474066,10946,10.9,9993,9.9,205313,69960,135353,4.7,13.9,191860,57253,134607,3.9,13,13453,0.9,26,0,7066,7068,38487
2008,42,213904,278320,5234409,5195418,24642,8.9,22180,8,679247,224258,454989,4.3,13.1,601266,170966,430300,3.3,11.6,77981,1.5,23.2,0,15266,15283,100415
2008,44,22790,26596,435896,437647,2445,9.2,2705,10.1,54644,21176,33468,4.8,12.5,58145,15924,42221,3.6,13.3,-3501,-0.8,25,0,1782,1784,9441
2008,45,74677,97370,1646810,1637438,9735,10,9041,9.3,234924,76481,158443,4.7,14.3,216180,58023,158157,3.5,13.2,18744,1.1,26.4,0,6553,6557,37950
2008,46,20408,24248,334283,328717,2452,10.2,2195,9.1,46972,16245,30727,4.9,14.3,35840,11969,23871,3.6,10.9,11132,3.4,21.8,0,1484,1488,7767
2008,47,93562,126919,2488649,2481427,13124,10.4,11317,9,363590,131532,232058,5.3,14.7,349147,90423,258724,3.6,14.1,14443,0.6,28.2,0,8347,8359,59569
2008,48,355569,477408,9089163,8965385,54289,11.5,44394,9.4,1531317,564215,967102,6.3,17.1,1283762,394342,889420,4.4,14.3,247555,2.8,28.6,0,31688,31778,236001
2008,49,51438,62085,1100254,1090457,8139,13.2,7132,11.6,180241,56615,123626,5.2,16.5,160647,54124,106523,5,14.7,19594,1.8,29.4,0,4979,4981,32973
2008,50,17008,19751,273340,271705,1738,8.8,1859,9.4,32929,11783,21146,4.3,12.1,29659,9474,20185,3.5,10.9,3270,1.2,21.8,0,1196,1196,6548
2008,51,137995,179750,3146759,3140313,18451,10.3,17405,9.7,457846,154568,303278,4.9,14.6,444955,130190,314765,4.1,14.2,12891,0.4,28.4,0,11833,11861,64452
2008,53,132719,163243,2519162,2500683,19101,11.8,16652,10.3,363726,117563,246163,4.7,14.5,326767,103680,223087,4.1,13.1,36959,1.4,26.2,0,11563,11566,65699
2008,54,28403,36983,580108,577508,2964,8,3158,8.5,75203,22283,52920,3.9,13,70004,19026,50978,3.3,12.1,5199,0.9,24.2,0,2319,2319,11905
2008,55,104581,133086,2495796,2486070,11329,8.5,11581,8.7,295370,93785,201585,3.8,11.9,275918,80166,195752,3.2,11.1,19452,0.8,22.2,0,7752,7803,49409
2008,56,16024,18607,217222,213100,2113,11.4,1862,10.1,38090,12894,25196,6.1,17.9,29846,9677,20169,4.5,14,8244,3.9,28,0,1218,1219,5814
2009,1,70524,93739,1606114,1652062,7600,8,9566,10.1,176270,66022,110248,4,10.7,268166,65681,202485,4,16.2,-91896,-5.5,21.4,0,6776,6795,36358
2009,2,13358,16729,249063,246938,1725,10.3,1810,10.8,39444,12627,26817,5.1,16,35194,10682,24512,4.3,14.3,4250,1.7,28.6,0,1026,1046,5183
2009,4,89397,118165,2097445,2193642,12529,10.4,16892,14,272596,115668,156928,5.3,12.4,464989,149969,315020,6.8,21.2,-192393,-8.8,24.8,0,11579,11621,69331
2009,5,46526,60293,970638,995307,5273,8.7,5974,9.8,108725,42358,66367,4.3,10.9,158064,43504,114560,4.4,15.9,-49339,-5,21.8,0,4219,4231,23772
2009,6,606157,762701,12912329,13297759,77577,10.1,91590,11.9,1654745,637876,1016869,4.8,12.4,2425606,677747,1747859,5.1,18.2,-770861,-5.8,24.8,0,63142,63348,386028
2009,8,107662,132860,1970384,2017258,14088,10.5,16701,12.4,259895,101057,158838,5,12.9,353642,107879,245763,5.3,17.5,-93747,-4.6,25.8,0,10746,10763,64303
2009,9,65619,81706,1469020,1507848,6278,7.6,8040,9.7,153739,53337,100402,3.5,10.2,231395,56841,174554,3.8,15.3,-77656,-5.1,20.4,0,5181,5203,30935
2009,10,17342,21944,370001,376548,2009,9.1,2391,10.8,45610,20994,24616,5.6,12.1,58703,15800,42903,4.2,15.6,-13093,-3.5,24.2,0,1476,1478,7805
2009,11,15533,19709,477640,475991,1844,9.4,1724,8.8,60463,18725,41738,3.9,12.7,57165,13679,43486,2.9,12,3298,0.7,24,0,946,949,5856
2009,12,339946,427508,6477289,6704917,48745,11.2,61957,14.2,854841,371850,482991,5.5,12.7,1310098,367154,942944,5.5,19.5,-455257,-6.8,25.4,0,43157,43385,220478
2009,13,150365,196347,3401827,3497428,19496,9.8,25305,12.7,448952,200168,248784,5.7,12.8,640153,184490,455663,5.3,18.3,-191201,-5.5,25.6,0,17488,17594,111860
2009,15,23253,29682,484828,498122,2420,8.1,2754,9.2,50394,19829,30565,4,10.1,76982,18864,58118,3.8,15.5,-26588,-5.4,20.2,0,1870,1874,10565
2009,16,32482,39145,501090,518550,3733,9.3,5510,13.7,58593,24201,34392,4.7,11.3,93513,26044,67469,5,18,-34920,-6.7,22.6,0,3547,3547,16591
2009,17,222814,282000,5111220,5265268,24640,8.6,29750,10.4,546537,205037,341500,3.9,10.4,854634,219694,634940,4.2,16.2,-308097,-5.8,20.8,0,18639,18690,117007
2009,18,100939,134295,2445445,2520548,10301,7.6,12979,9.6,269356,92275,177081,3.7,10.7,419562,100493,319069,4,16.6,-150206,-5.9,21.4,0,8482,8555,51259
2009,19,58948,75865,1280277,1294757,5648,7.4,6428,8.4,144016,45495,98521,3.5,11.1,172976,38595,134381,3,13.4,-28960,-2.3,22.2,0,4209,4213,25031
2009,20,55092,69801,1135474,1155332,5501,7.8,6447,9.2,129590,42243,87347,3.7,11.2,169306,38758,130548,3.4,14.7,-39716,-3.5,22.4,0,4328,4336,25015
2009,21,63364,83934,1476656,1511357,6787,8,7733,9.2,164577,60999,103578,4,10.9,233979,55005,178974,3.6,15.5,-69402,-4.6,21.8,0,5279,5303,31038
2009,22,74090,95348,1624024,1629182,8013,8.4,8241,8.6,212634,72241,140393,4.4,13.1,222951,61248,161703,3.8,13.7,-10317,-0.6,26.2,0,5799,5800,35271
2009,23,28707,35295,480360,489844,2829,7.9,3819,10.7,50285,17388,32897,3.5,10.3,69252,17856,51396,3.6,14.1,-18967,-3.8,20.6,0,2405,2406,11566
2009,24,96099,121732,2115292,2158501,10583,8.6,12905,10.5,244511,85896,158615,4,11.3,330928,90312,240616,4.2,15.3,-86417,-4,22.6,0,8301,8334,46894
2009,25,121990,153349,2943783,2995642,12206,7.9,14927,9.6,307783,105418,202365,3.5,10.3,411501,107284,304217,3.6,13.7,-103718,-3.4,20.6,0,9422,9478,56086
2009,26,154151,198282,3369813,3485624,15866,7.9,22149,11,399242,141737,257505,4.1,11.5,630863,166002,464861,4.8,18.1,-231621,-6.6,23,0,13952,14007,98730
2009,27,103260,130570,2388608,2450341,11150,8.5,13400,10.2,269236,90519,178717,3.7,11,392704,90261,302443,3.7,16,-123468,-5,22,0,8015,8055,52682
2009,28,42307,55455,898024,917899,4556,8.2,5347,9.6,105258,45288,59970,4.9,11.5,145007,38714,106293,4.2,15.8,-39749,-4.3,23,0,3808,3826,22316
2009,29,104514,135837,2358071,2407579,11631,8.5,14340,10.4,272384,94532,177852,3.9,11.3,371399,105175,266224,4.4,15.4,-99015,-4.1,22.6,0,9853,9871,59735
2009,30,27177,31766,339757,348385,2870,8.9,3839,11.9,39800,12519,27281,3.6,11.4,57055,15501,41554,4.4,16.4,-17255,-5,22.8,0,2338,2338,9023
2009,31,39094,48679,781845,792171,3956,8.1,4149,8.5,86849,29737,57112,3.8,11,107501,30519,76982,3.9,13.6,-20652,-2.6,22,0,2614,2621,15198
2009,32,41151,52569,1038364,1090940,6536,12.3,7707,14.5,139075,59573,79502,5.5,12.7,244226,57458,186768,5.3,22.4,-105151,-9.7,25.4,0,5457,5489,36107
2009,33,27597,33891,555372,567793,2792,8.1,3609,10.5,59232,19585,39647,3.4,10.4,84074,21499,62575,3.8,14.8,-24842,-4.4,20.8,0,2346,2351,11836
2009,34,171370,205874,3400772,3494857,18690,8.9,24268,11.6,397042,145782,251260,4.2,11.4,585211,161668,423543,4.6,16.7,-188169,-5.3,22.8,0,16649,16687,94202
2009,35,32534,40983,616120,628084,3622,8.7,4397,10.6,76683,26465,50218,4.2,12.2,100611,27534,73077,4.4,16,-23928,-3.8,24.4,0,3056,3060,16379
2009,36,384117,456877,7340430,7468870,45585,9.9,48856,10.6,836950,307789,529161,4.1,11.2,1093830,292346,801484,3.9,14.6,-256880,-3.4,22.4,0,33420,33486,177896
2009,37,150143,198383,3352943,3453506,17571,8.7,22195,11,367303,148053,219250,4.3,10.6,568430,144829,423601,4.2,16.5,-201127,-5.9,21.2,0,15270,15322,80757
2009,38,17156,20709,294751,295225,1804,8.7,1816,8.8,37188,12513,24675,4.2,12.6,38135,11872,26263,4,12.9,-947,-0.3,25.2,0,1076,1077,7204
2009,39,173663,235657,4446442,4566727,17462,7.3,22438,9.4,485019,178509,306510,3.9,10.6,725589,187750,537839,4.1,15.9,-240570,-5.3,21.2,0,14494,14686,100829
2009,40,65330,83054,1282911,1298500,7413,8.9,7600,9.1,159995,57478,102517,4.4,12.3,191172,58634,132538,4.5,14.7,-31177,-2.4,24.6,0,5361,5370,35494
2009,41,78476,97334,1369506,1422327,8863,9,11686,11.8,155079,54746,100333,3.8,10.9,260721,62506,198215,4.4,18.3,-105642,-7.4,21.8,0,7849,7861,34902
2009,42,209552,273750,5031128,5117710,21015,7.6,23690,8.6,528463,177967,350496,3.5,10.3,701627,191707,509920,3.7,13.7,-173164,-3.4,20.6,0,15180,15323,98067
2009,44,21666,25377,410540,420722,1978,7.6,2914,11.2,44942,14188,30754,3.4,10.7,65306,19790,45516,4.7,15.5,-20364,-4.8,21.4,0,1888,1889,12393
2009,45,71485,94073,1534701,1585256,8245,8.6,10610,11.1,174494,74063,100431,4.7,11,275605,71041,204564,4.5,17.4,-101111,-6.4,22,0,7360,7443,40509
2009,46,20167,24013,329849,331403,2146,8.9,2261,9.4,40652,14299,26353,4.3,12.3,43760,12384,31376,3.7,13.2,-3108,-0.9,24.6,0,1453,1453,7932
2009,47,90349,123556,2308726,2389512,10511,8.4,12695,10.2,256968,96133,160835,4,10.8,418540,100049,318491,4.2,17.5,-161572,-6.7,21.6,0,8788,8831,58349
2009,48,351591,474486,8797645,8917242,48414,10.2,47719,10.1,1219295,480944,738351,5.4,13.7,1458488,395597,1062891,4.4,16.4,-239193,-2.7,27.4,0,32580,32789,214894
2009,49,48872,59797,1046710,1070651,6870,11.3,8588,14.1,141842,51015,90827,4.8,13.2,189723,56471,133252,5.3,17.7,-47881,-4.5,26.4,0,5799,5802,32533
2009,50,16404,19214,264377,268109,1560,8,1950,10,28700,11352,17348,4.2,10.7,36164,10305,25859,3.8,13.5,-7464,-2.8,21.4,0,1200,1206,5319
2009,51,133745,176291,3016354,3070185,16369,9.2,18380,10.4,369000,147387,221613,4.8,12,476662,126691,349971,4.1,15.5,-107662,-3.5,24,0,12241,12269,67347
2009,53,126798,157558,2383475,2444501,15242,9.5,19581,12.2,313847,101649,212198,4.2,12.8,435898,111520,324378,4.6,17.8,-122051,-5,25.6,0,13031,13050,64540
2009,54,27620,36381,570607,574293,2661,7.3,3081,8.4,67123,22327,44796,3.9,11.7,74494,17171,57323,3,13,-7371,-1.3,23.4,0,2178,2180,10686
2009,55,101407,129888,2365976,2422860,9774,7.4,12184,9.3,223533,74659,148874,3.1,9.2,337300,86217,251083,3.6,13.9,-113767,-4.7,18.4,0,7814,7830,47027
2009,56,15794,18414,207987,211331,1817,9.8,1903,10.3,28323,9010,19313,4.3,13.4,35010,9746,25264,4.6,16.6,-6687,-3.2,26.8,0,1299,1300,6130
2010,1,68644,91920,1558807,1577687,7261,7.9,8435,9.1,177026,61609,115417,3.9,11.2,214786,63838,150948,4,13.6,-37760,-2.4,22.4,0,5959,5989,40982
2010,2,13407,16864,251073,249729,1656,9.9,1478,8.8,34061,9172,24889,3.7,13.6,31372,7583,23789,3,12.6,2689,1,25.2,0,849,857,4241
2010,4,86670,115212,2036538,2059877,12295,10.6,14160,12.2,293632,123625,170007,6,14.3,340309,103267,237042,5,16.5,-46677,-2.2,28.6,0,9432,9489,55618
2010,5,45990,59907,961310,962585,5072,8.5,5276,8.8,117113,43113,74000,4.5,12.2,119664,33092,86572,3.4,12.4,-2551,-0.2,24.4,0,3608,3611,21384
2010,6,593995,749815,12403206,12597927,75347,10,82465,10.9,1593548,604642,988906,4.8,12.6,1982991,606824,1376167,4.8,15.7,-389443,-3.1,25.2,0,55238,55398,351608
2010,8,105727,130844,1922707,1943220,14266,10.8,15509,11.8,264888,101374,163514,5.2,13.6,305914,92281,213633,4.7,15.7,-41026,-2.1,27.2,0,9500,9512,50866
2010,9,64389,80444,1437697,1449346,6333,7.8,7103,8.8,155276,51749,103527,3.6,10.7,178573,47598,130975,3.3,12.3,-23297,-1.6,21.4,0,4558,4564,28378
2010,10,17084,21555,358772,363333,1923,8.9,2189,10.1,40883,15906,24977,4.4,11.3,50004,15443,34561,4.3,13.8,-9121,-2.5,22.6,0,1309,1309,6831
2010,11,15600,19937,476854,476184,1947,9.9,1628,8.2,57796,19626,38170,4.1,12.1,56455,13548,42907,2.8,11.9,1341,0.2,23.8,0,889,890,5876
2010,12,337121,423793,6415643,6430342,50610,11.9,52472,12.4,977735,398215,579520,6.2,15.2,1007134,333152,673982,5.2,15.7,-29399,-0.5,30.4,0,35233,35298,194953
2010,13,147156,192699,3311562,3347159,19108,9.9,21572,11.1,425633,163705,261928,4.9,12.7,496829,151064,345765,4.5,14.8,-71196,-2.1,25.4,0,14086,14123,87497
2010,15,22820,29225,475037,479460,2331,7.9,2640,9,56165,21378,34787,4.5,11.7,65011,19746,45265,4.1,13.6,-8846,-1.9,23.4,0,1672,1673,11076
2010,16,31675,38322,490341,494791,3849,10,4520,11.7,66194,23583,42611,4.8,13.4,75094,21202,53892,4.3,15.2,-8900,-1.8,26.8,0,2852,2863,12815
2010,17,219610,278575,4956426,5021091,24937,8.9,26714,9.6,551888,197387,354501,3.9,11,681218,193231,487987,3.8,13.6,-129330,-2.6,22,0,16011,16062,105320
2010,18,99121,132433,2388590,2410698,10112,7.6,11248,8.5,271203,83046,188157,3.4,11.2,315419,85683,229736,3.6,13.1,-44216,-1.9,22.4,0,7241,7256,52659
2010,19,58387,75442,1252807,1264115,5615,7.4,5758,7.6,130005,38250,91755,3,10.3,152621,40130,112491,3.2,12.1,-22616,-1.8,20.6,0,3581,3587,25286
2010,20,54356,69127,1105125,1118528,5459,7.9,5828,8.4,121330,40404,80926,3.6,10.8,148135,40839,107296,3.7,13.2,-26805,-2.4,21.6,0,3810,3822,21973
2010,21,62301,82975,1449066,1458603,6683,8,7206,8.7,171572,63311,108261,4.3,11.8,190645,51641,139004,3.5,13.1,-19073,-1.3,23.6,0,4695,4704,31692
2010,22,73600,95170,1582506,1600137,7919,8.3,7784,8.2,186359,66716,119643,4.2,11.6,221620,55163,166457,3.4,13.9,-35261,-2.3,23.2,0,5263,5277,35231
2010,23,28429,35100,472044,475522,3066,8.7,3150,9,51757,19801,31956,4.2,10.9,58712,17241,41471,3.6,12.3,-6955,-1.4,21.8,0,1879,1879,9128
2010,24,94694,120160,2069540,2090507,10591,8.8,11707,9.7,246698,83128,163570,4,11.8,288631,78340,210291,3.7,13.8,-41933,-2,23.6,0,7067,7094,40417
2010,25,120269,151887,2895571,2909550,12826,8.4,13323,8.8,331302,110412,220890,3.8,11.4,359259,91188,268071,3.1,12.3,-27957,-0.9,22.8,0,8287,8319,50587
2010,26,150464,194012,3281942,3316947,15465,7.9,18655,9.5,405877,130917,274960,3.9,12.2,475888,138622,337266,4.2,14.3,-70011,-2.1,24.4,0,11724,11738,79807
2010,27,102061,129479,2360956,2370970,11092,8.6,11622,9,273087,96293,176794,4.1,11.5,293116,87661,205455,3.7,12.4,-20029,-0.9,23,0,6821,6822,43416
2010,28,41750,54985,875751,883810,4488,8.2,4760,8.6,97141,35231,61910,4,11,113259,29538,83721,3.3,12.8,-16118,-1.8,22,0,3303,3310,18776
2010,29,103034,134293,2289335,2316596,12353,9.2,12837,9.5,260443,92721,167722,4,11.2,314965,82511,232454,3.6,13.6,-54522,-2.4,22.4,0,8549,8573,51126
2010,30,26818,31428,336230,337444,2934,9.3,3188,10.1,42104,15850,26254,4.7,12.5,44532,11690,32842,3.5,13.2,-2428,-0.7,25,0,1925,1925,7525
2010,31,39094,48825,770258,774459,4002,8.2,3750,7.7,80937,27373,53564,3.5,10.5,89338,20676,68662,2.7,11.5,-8401,-1,21,0,2260,2273,12293
2010,32,40154,51609,996409,1013759,6381,12.3,6840,13.2,145730,68520,77210,6.8,14.4,180430,49803,130627,4.9,17.8,-34700,-3.4,28.8,0,4729,4736,33006
2010,33,27227,33510,554894,554146,2808,8.4,2992,8.9,69046,21329,47717,3.8,12.5,67549,18151,49398,3.3,12.2,1497,0.3,24.4,0,1946,1952,10653
2010,34,167883,201744,3328972,3356475,18742,9.2,21815,10.7,401483,144567,256916,4.3,12,456491,148312,308179,4.4,13.6,-55008,-1.6,24,0,14077,14107,83572
2010,35,31697,40095,598749,606422,3397,8.4,4090,10.1,72141,24941,47200,4.1,11.9,87486,23395,64091,3.9,14.4,-15345,-2.5,23.8,0,2699,2700,15279
2010,36,385020,457962,7262800,7289493,47698,10.4,45395,9.9,887321,328047,559274,4.5,12.2,940707,293675,647032,4,12.9,-53386,-0.7,24.4,0,30689,30730,176548
